chrom,window_start,window_end,n_snps,pi,theta_w,tajima_d
2,13000001,14000000,57,1.0539944366539268e-05,7.509074251471424e-06,1.1562637785361087
2,14000001,15000000,5,1.0174905335167609e-06,6.390701490613978e-07,1.00006630944252
2,15000001,16000000,119,1.9162187184063284e-05,1.6456056338330993e-05,0.4951749007626086
2,16000001,17000000,39,7.257356513007824e-06,5.591863804287231e-06,0.8287751102271007
2,17000001,18000000,187,4.563826560932483e-05,2.6201876111517307e-05,2.2711618461019816
2,18000001,19000000,115,2.6449381187760824e-05,1.5018148502942849e-05,2.282389025256463
2,19000001,20000000,118,3.5679242104524486e-05,1.5816986189269596e-05,3.774586971213639
2,20000001,21000000,177,3.8964424614043126e-05,2.4284665664333117e-05,1.8466048053230526
2,21000001,22000000,145,2.631046928375141e-05,1.949163954637263e-05,1.0607053777934083
2,22000001,23000000,186,3.5725233290165365e-05,2.5243270887925212e-05,1.269962821155739
2,23000001,24000000,263,7.007746962244339e-05,3.6586766033765024e-05,2.8256421484075007
2,24000001,25000000,261,5.649234612604006e-05,3.482932312384618e-05,1.9179420619381122
2,25000001,26000000,178,3.837558340025305e-05,2.2527222754414272e-05,2.1440072634832106
2,26000001,27000000,191,3.526779416310969e-05,2.332606044074102e-05,1.5619457657610543
2,27000001,28000000,77,1.3040397673078494e-05,1.0065354847717016e-05,0.8661429417991584
2,28000001,29000000,144,4.023862700293849e-05,1.9172104471841933e-05,3.329536723430248
2,29000001,30000000,237,5.685370368300077e-05,3.179373991580454e-05,2.4254806496839754
2,30000001,31000000,177,4.223444657170241e-05,2.2527222754414272e-05,2.666044264865281
2,31000001,32000000,194,3.730473626704854e-05,2.7480016409640104e-05,1.0960898386321998
2,32000001,33000000,153,2.4908761324802357e-05,1.8533034322780536e-05,1.041050369788702
2,33000001,34000000,212,3.401262445454586e-05,2.7639783946905453e-05,0.7069846307324
2,34000001,35000000,233,4.033771458415937e-05,3.0355832080416396e-05,1.010742185560691
2,35000001,35844321,313,7.70347102057427e-05,4.390044621128821e-05,2.330462818815441
3,1,1000000,272,5.744407094997513e-05,3.738560372009177e-05,1.6569271501663312
3,1000001,2000000,203,3.321217102738397e-05,2.316629290347567e-05,1.3227441938378925
3,2000001,3000000,174,2.8720713365833614e-05,2.3965130589802418e-05,0.6059453032642481
3,3000001,4000000,271,4.675226730564975e-05,3.4190252974784786e-05,1.1325084647887689
3,4000001,5000000,270,4.740035074895928e-05,3.466955558658083e-05,1.1322050002092376
3,5000001,6000000,233,3.9152656154991026e-05,3.099490222947779e-05,0.8094185792082285
3,6000001,7000000,123,2.448807670057186e-05,1.741466156192309e-05,1.2260396847088466
3,7000001,8000000,120,1.557032363805851e-05,1.5018148502942849e-05,0.11024869348353755
3,8000001,9000000,182,3.432522732676773e-05,2.332606044074102e-05,1.4386606286780366
3,9000001,10000000,200,5.5357622040839247e-05,2.6840946260578707e-05,3.2550801480193043
3,10000001,11000000,224,3.170505137443027e-05,2.6681178723313358e-05,0.5767951220853511
3,11000001,12000000,114,1.543771895683113e-05,1.45388458911468e-05,0.18509630212694164
3,12000001,13000000,180,4.264001023766817e-05,2.3965130589802418e-05,2.379509756129858
3,13000001,14000000,109,2.056541881762686e-05,1.437907835388145e-05,1.287343824914889
3,14000001,15000000,160,3.2581708070045195e-05,2.013070969543403e-05,1.8775801303025221
3,15000001,16000000,93,1.4095099644000069e-05,1.150326268310516e-05,0.6659533875101242
3,16000001,17000000,82,1.933119644593917e-05,1.0544657459513063e-05,2.44940384525478
3,17000001,18000000,107,2.0065917910795985e-05,1.3899775742085401e-05,1.3251159543943563
3,18000001,19000000,43,6.652722772790687e-06,5.75163134155258e-06,0.43728735284074094
3,19000001,20000000,39,4.4815320112163165e-06,4.633258580695134e-06,-0.08910604880809343
3,20000001,21000000,73,1.1311738305916631e-05,8.946982086859568e-06,0.7680094176259331
3,21000001,22000000,110,2.093654965836811e-05,1.45388458911468e-05,1.3174177251764925
3,22000001,23000000,96,1.5918230730779547e-05,1.2621635443962606e-05,0.7761657364716008
3,23000001,24000000,74,9.130380578716229e-06,7.828609326002124e-06,0.4780564415400475
3,24000001,25000000,61,9.94534523191061e-06,7.828609326002124e-06,0.7773402836703267
3,25000001,26000000,73,1.0288383748205078e-05,7.668841788736773e-06,0.9803088602094742
3,26000001,27000000,134,2.0527061636404207e-05,1.1183727608574462e-05,2.4650230623775475
3,27000001,28000000,424,9.022736241712761e-05,5.5279567893810906e-05,1.965392018634591
3,28000001,29000000,226,4.514561824479506e-05,2.556280596245591e-05,2.343804213670642
3,29000001,30000000,216,4.8995457883379305e-05,2.8438621633232202e-05,2.2181507630794024
3,30000001,31000000,410,7.030274260035778e-05,4.617281826968599e-05,1.620207256559338
3,31000001,32000000,225,5.572770699023344e-05,2.8119086558701504e-05,3.01200939594772
3,32000001,33000000,179,2.9575581282273398e-05,2.1249082456291475e-05,1.1918267685753063
3,33000001,34000000,263,5.782672070032373e-05,3.3391415288458034e-05,2.25443079416347
3,34000001,35000000,348,6.485115554100528e-05,4.409584028523645e-05,1.4581184242451362
3,35000001,36000000,343,6.617100853015645e-05,4.074072200266411e-05,1.9309129546133368
3,36000001,37000000,49,1.1318839763555867e-05,6.3907014906139775e-06,2.1760779080007016
3,37000001,37314104,1,1.484983111902793e-07,5.086453444252523e-07,
4,1,1000000,189,4.241499248594819e-05,2.859838917049755e-05,1.482747604893324
4,1000001,2000000,128,3.214449739706218e-05,1.8213499248249834e-05,2.3130065202526824
4,2000001,3000000,6,1.0746112074347339e-06,7.988376863267472e-07,0.6296666920895613
4,3000001,4000000,11,2.6682493949811496e-06,1.5976753726534944e-06,1.4961749213926163
4,4000001,5000000,147,3.521222122969492e-05,2.1089314919026126e-05,2.0362828473525427
4,5000001,6000000,143,3.10037319460916e-05,2.1408849993556825e-05,1.363483653403141
4,6000001,7000000,29,7.394607905791134e-06,4.473491043429784e-06,1.7687374781163774
4,7000001,8000000,32,7.507388749674892e-06,5.112561192491182e-06,1.2901156291420008
4,8000001,9000000,39,6.074550070531321e-06,5.91139887881793e-06,0.07726146149366148
4,9000001,10000000,49,4.892003424318582e-06,7.668841788736773e-06,-1.039173754086864
4,10000001,11000000,3,1.5439259774500607e-07,4.793026117960483e-07,-1.0290767229973083
4,11000001,12000000,32,6.8281622056957335e-06,4.633258580695134e-06,1.2890240002801143
4,12000001,13000000,23,5.376372651883392e-06,3.3551182825723384e-06,1.5649116249463266
4,13000001,14000000,45,1.1771748314225104e-05,6.550469027879327e-06,2.2547665056225483
4,14000001,15000000,46,1.6894218301958244e-05,7.349306714206074e-06,3.7134607323553
4,15000001,16000000,20,5.939625137397922e-06,2.556280596245591e-06,3.2774514126446626
4,16000001,17000000,99,2.4699507385769137e-05,1.3899775742085401e-05,2.3208833518049565
4,17000001,18000000,37,1.1332143716033399e-05,5.2723287297565315e-06,3.1769859235937052
4,18000001,19000000,79,2.2712601979132604e-05,1.134349514583981e-05,2.9598238592563133
4,19000001,20000000,188,5.1970511711449e-05,2.795931902143615e-05,2.634108310562601
4,20000001,21000000,247,6.955117208341895e-05,3.882351155547992e-05,2.446092053841652
4,21000001,22000000,146,4.441781651365807e-05,2.1728385068087526e-05,3.178487383354281
4,22000001,23000000,118,3.867402157284258e-05,1.6935358950127044e-05,3.8700422930371183
4,23000001,24000000,145,5.1235090393736834e-05,2.2207687679883574e-05,3.981518036341016
4,24000001,25000000,161,4.948894787983001e-05,2.268699029167962e-05,3.60113948814573
4,25000001,26000000,84,1.809427528612277e-05,9.426284698655617e-06,2.6822905826647903
4,26000001,27000000,84,1.8282131435770984e-05,1.150326268310516e-05,1.741780319301258
4,27000001,28000000,118,3.559436286114684e-05,1.6935358950127044e-05,3.3217836595953014
4,28000001,29000000,112,3.055500494063514e-05,1.6136521263800295e-05,2.688233971376849
4,29000001,30000000,124,4.007428155367655e-05,1.8213499248249834e-05,3.629613001892989
4,30000001,31000000,141,4.22403573709106e-05,2.0929547381760777e-05,3.0952842456632594
4,31000001,32000000,233,6.659268996003175e-05,3.4509788049315485e-05,2.866190978051522
4,32000001,33000000,166,4.4002100237398734e-05,2.4604200738863815e-05,2.409382888221348
4,33000001,34000000,162,2.9707098139971998e-05,1.5018148502942849e-05,2.932833087076127
4,34000001,35000000,243,6.810892990475759e-05,3.578792834743827e-05,2.7865289885021705
4,35000001,36000000,65,2.497045105150893e-05,1.0065354847717016e-05,4.339414466137374
4,36000001,37000000,0,0.0,0.0,
4,37000001,37883867,2,0.0,0.0,
5,1,1000000,233,4.1907171841255435e-05,3.0355832080416396e-05,1.1696617738834876
5,1000001,2000000,160,3.517453792548951e-05,2.029047723269938e-05,2.227448393703418
5,2000001,3000000,244,3.457264019916542e-05,3.179373991580454e-05,0.268961636469566
5,3000001,4000000,231,5.3732730141804e-05,3.179373991580454e-05,2.123410742373994
5,4000001,5000000,120,3.49823517063742e-05,1.5976753726534945e-05,3.577304154682208
5,5000001,6000000,112,2.657847338715475e-05,1.45388458911468e-05,2.4792049217765024
5,6000001,7000000,95,2.482199422152655e-05,1.134349514583981e-05,3.508981289045327
5,7000001,8000000,112,2.5418452401457025e-05,1.6456056338330993e-05,1.639962675179771
5,8000001,9000000,95,2.7742874416079837e-05,1.2621635443962606e-05,3.560214876873412
5,9000001,10000000,4,6.098639615071777e-07,3.195350745306989e-07,
5,10000001,11000000,10,2.4150115024548137e-06,1.2781402981227956e-06,1.8727510078870486
5,11000001,12000000,43,1.1030896088610695e-05,5.4320962670218816e-06,2.8587072309887414
5,12000001,13000000,12,2.918201784243123e-06,1.2781402981227956e-06,2.701648867017638
5,13000001,14000000,73,1.7037442014699412e-05,8.467679475063522e-06,2.9283010053668455
5,14000001,15000000,77,1.8128172259531316e-05,1.0384889922247714e-05,2.1895823761199025
5,15000001,16000000,39,5.510914840308517e-06,3.674653357103037e-06,1.3165840850515995
5,16000001,17000000,134,2.7457061806174106e-05,1.45388458911468e-05,2.6601242013282045
5,17000001,18000000,99,1.780504768727702e-05,1.3260705593024004e-05,1.0211319411023443
5,18000001,19000000,107,2.4970791338820697e-05,1.45388458911468e-05,2.148150389715348
5,19000001,20000000,209,3.572461125213147e-05,2.476396827612916e-05,1.3528858406167354
5,20000001,21000000,196,3.582961661511813e-05,2.476396827612916e-05,1.3658467836092683
5,21000001,22000000,132,2.7149695428236946e-05,1.8213499248249834e-05,1.4837041689169577
5,22000001,23000000,148,2.4253780743741372e-05,2.045024476996473e-05,0.5649248829496115
5,23000001,24000000,263,4.744938811752376e-05,3.6586766033765024e-05,0.9164896378130126
5,24000001,25000000,127,2.9264313655604002e-05,1.6615823875596342e-05,2.2931701394728035
5,25000001,26000000,240,4.124565925866759e-05,3.0196064543151047e-05,1.124628172472292
5,26000001,27000000,214,3.0509965398280108e-05,2.891792424502825e-05,0.16901334180363206
5,27000001,28000000,108,1.7099795305156472e-05,1.5497451114738895e-05,0.310493061059876
5,28000001,29000000,244,4.1263599501005094e-05,3.243281006486594e-05,0.8382578843365469
5,29000001,29680464,163,3.330834817150934e-05,3.0053382353753807e-05,0.3289688389604354
6,1,1000000,403,0.00011085142497546182,5.8634686176383245e-05,2.7707449632035126
6,1000001,2000000,271,7.100548128617865e-05,3.962234924180666e-05,2.448873407383256
6,2000001,3000000,315,9.383472562961245e-05,4.5214213046093894e-05,3.3326713359773437
6,3000001,4000000,330,0.00010221419213093293,4.585328319515529e-05,3.8102916954573756
6,4000001,5000000,174,3.3879901307289964e-05,1.997094215816868e-05,2.113598295081092
6,5000001,6000000,188,3.90495221984788e-05,2.5083503350659863e-05,1.7025371590047595
6,6000001,7000000,182,5.4229748457893494e-05,2.556280596245591e-05,3.4310547251916383
6,7000001,8000000,119,3.1590945203111514e-05,1.7095126487392393e-05,2.5575364255859743
6,8000001,9000000,301,7.448858637989924e-05,4.1859094763521554e-05,2.412561931711435
6,9000001,10000000,153,4.5142710034909634e-05,1.997094215816868e-05,3.825088929951876
6,10000001,11000000,83,1.9850606267557463e-05,1.0864192534043763e-05,2.4361373412992298
6,11000001,12000000,132,3.503835413927118e-05,1.9172104471841933e-05,2.5076403024200906
6,12000001,13000000,110,1.992579811116893e-05,1.677559141286169e-05,0.5659280631877457
6,13000001,14000000,79,9.716884060539875e-06,1.1023960071309112e-05,-0.34952468146907234
6,14000001,15000000,60,1.0527518451059511e-05,9.106749624124917e-06,0.4539331755509386
6,15000001,16000000,75,1.2533777555363934e-05,9.745819773186315e-06,0.8364210635572165
6,16000001,17000000,84,2.0619716893895227e-05,1.2142332832166558e-05,2.070179964586694
6,17000001,18000000,128,2.8746583993287382e-05,1.8053731710984485e-05,1.7904429893665466
6,18000001,19000000,12,9.208283996192334e-07,1.5976753726534944e-06,-0.945923818021085
6,19000001,20000000,93,2.4222028105280963e-05,1.4698613428412149e-05,1.940788656609938
6,20000001,21000000,90,1.632607014872279e-05,1.2781402981227955e-05,0.8247171813599533
6,21000001,22000000,149,3.98531701379126e-05,1.8692801860045885e-05,3.426762056225003
6,22000001,23000000,142,3.422966249144502e-05,2.1568617530822174e-05,1.7863313260337272
6,23000001,24000000,159,3.915536711520693e-05,2.0769779844495428e-05,2.690222668885903
6,24000001,25000000,236,6.0449998891414255e-05,3.3231647751192684e-05,2.5229956163605354
6,25000001,26000000,128,2.6090156742722313e-05,1.757442909918844e-05,1.4631742022792757
6,26000001,27000000,437,0.0001127077648419958,5.911398878817929e-05,2.821057585627228
6,27000001,28000000,243,5.605304255018648e-05,3.482932312384618e-05,1.8790481916779882
6,28000001,29000000,190,4.2342681049952946e-05,2.7320248872374754e-05,1.6855016444855428
6,29000001,30000000,121,2.4834933596363527e-05,1.45388458911468e-05,2.1201745089106523
6,30000001,31000000,73,1.023817073289872e-05,6.870004102410026e-06,1.3932012466469508
6,31000001,31213287,22,1.5124500856446996e-05,1.3483314364102312e-05,0.3080416839714495
7,1,1000000,68,2.0168452256935485e-05,9.586052235920966e-06,3.223998974810178
7,1000001,2000000,36,1.0068205590784337e-05,4.952793655225832e-06,2.833799364096107
7,2000001,3000000,55,1.1151765473225825e-05,7.509074251471424e-06,1.3896708721257023
7,3000001,4000000,66,1.2254282392720314e-05,8.148144400532822e-06,1.4536008078350313
7,4000001,5000000,62,1.6973790909366044e-05,8.78721454959422e-06,2.703418914919005
7,5000001,6000000,97,2.6470829751632738e-05,1.45388458911468e-05,2.457038901185535
7,6000001,7000000,32,8.641645844068034e-06,4.952793655225832e-06,2.043523985687429
7,7000001,8000000,58,1.222222766050293e-05,8.148144400532822e-06,1.4422532143701312
7,8000001,9000000,59,1.4526562225501806e-05,9.266517161390268e-06,1.6537186012003757
7,9000001,10000000,23,5.118346537721519e-06,3.1953507453069888e-06,1.5508702157990388
7,10000001,11000000,23,5.090078071411703e-06,3.0355832080416396e-06,1.729084987261299
7,11000001,12000000,29,4.602261403480607e-06,4.313723506164436e-06,0.180307687825476
7,12000001,13000000,29,3.2155726046624754e-06,3.674653357103037e-06,-0.3291570497692139
7,13000001,14000000,48,7.00275307993181e-06,6.550469027879327e-06,0.19531514704874345
7,14000001,15000000,37,6.918614057519873e-06,5.591863804287231e-06,0.6602115888044902
7,15000001,16000000,45,9.141240821376754e-06,5.91139887881793e-06,1.5295156980158278
7,16000001,17000000,69,1.4667690501947799e-05,1.0225122384982365e-05,1.2745415460968672
7,17000001,18000000,32,8.544628992179174e-06,4.313723506164436e-06,2.6438980552891183
7,18000001,19000000,102,2.4175131623641583e-05,1.5177916040208198e-05,1.778392983112389
7,19000001,20000000,51,1.0948895034137196e-05,7.988376863267473e-06,1.0672646579423979
7,20000001,21000000,43,1.0720971886943918e-05,6.710236565144677e-06,1.6947071221098324
7,21000001,22000000,117,3.120001310585415e-05,1.8213499248249834e-05,2.156190885040883
7,22000001,23000000,156,3.597509174855985e-05,2.4124898127067767e-05,1.5002334704108602
7,23000001,24000000,101,2.5677848698290883e-05,1.45388458911468e-05,2.2937479247020427
7,24000001,25000000,140,2.988790769381782e-05,1.949163954637263e-05,1.6171950257869985
7,25000001,26000000,122,2.7240029538921354e-05,1.9172104471841933e-05,1.2751251542855437
7,26000001,27000000,179,3.378616149690991e-05,2.588234103698661e-05,0.9346418127525742
7,27000001,28000000,168,5.7059893806607697e-05,2.5083503350659863e-05,3.898103930355096
7,28000001,29000000,106,2.679173066450351e-05,1.5816986189269596e-05,2.0856204695661424
7,29000001,29654490,150,4.8744203356753894e-05,3.4907726365483e-05,1.2085195086908644
8,1,1000000,98,1.9262652221943726e-05,1.3100938055758653e-05,1.4005335862273594
8,1000001,2000000,103,2.545303101052281e-05,1.4059543279350752e-05,2.4220708767722137
8,2000001,3000000,100,2.133242869163875e-05,1.5018148502942849e-05,1.2607252605586616
8,3000001,4000000,133,3.194100273850041e-05,1.7254894024657742e-05,2.5681291116507188
8,4000001,5000000,121,2.328013259934757e-05,1.6296288801065644e-05,1.2898941397490014
8,5000001,6000000,150,3.932612770059246e-05,2.045024476996473e-05,2.803563849185151
8,6000001,7000000,32,6.638513487579327e-06,4.1539559688990856e-06,1.6040378605801515
8,7000001,8000000,72,1.6829246311279482e-05,1.0864192534043763e-05,1.6170733599086191
8,8000001,9000000,39,8.197139641267221e-06,5.2723287297565315e-06,1.533393860387768
8,9000001,10000000,105,2.588587355687726e-05,1.3420473130289353e-05,2.769444102763043
8,10000001,11000000,82,9.825245295054515e-06,7.988376863267473e-06,0.6621897402374212
8,11000001,12000000,64,9.394114341590968e-06,7.988376863267473e-06,0.506767343542089
8,12000001,13000000,18,3.162300875003394e-06,2.0769779844495428e-06,1.2402883154760638
8,13000001,14000000,15,1.8387706767399945e-06,1.5976753726534944e-06,0.33694143526429376
8,14000001,15000000,63,9.182339763444206e-06,7.988376863267473e-06,0.4304227613906815
8,15000001,16000000,68,1.265037333011401e-05,9.905587310451665e-06,0.8111045236124754
8,16000001,17000000,25,3.635746219847595e-06,3.0355832080416396e-06,0.5051036496245956
8,17000001,18000000,57,8.538165379230611e-06,6.230933953348629e-06,1.0422513195560266
8,18000001,19000000,50,1.4547813178826962e-05,6.870004102410026e-06,3.1758325374862286
8,19000001,20000000,79,1.6617905698429713e-05,1.134349514583981e-05,1.3731356760016844
8,20000001,21000000,132,3.0505056334959738e-05,1.997094215816868e-05,1.6007585848479369
8,21000001,22000000,192,1.858817178119375e-05,2.2047920142618225e-05,-0.47787654989969847
8,22000001,23000000,59,8.112749987346904e-06,7.828609326002124e-06,0.10434649956827212
8,23000001,24000000,66,7.320808973331264e-06,7.828609326002124e-06,-0.1864822480174451
8,24000001,25000000,62,1.0565914944756209e-05,6.550469027879327e-06,1.7340372851131998
8,25000001,26000000,112,2.998529235464234e-05,1.5177916040208198e-05,2.92683151711758
8,26000001,27000000,95,1.8520521845461854e-05,1.2621635443962606e-05,1.3888612674086551
8,27000001,28000000,168,3.1801983512724166e-05,2.1408849993556825e-05,1.4769194380007218
8,28000001,28956531,57,1.5060348306967195e-05,7.850319802987487e-06,2.6310289495416415
9,1,1000000,83,1.0516978145131412e-05,8.307911937798171e-06,0.7681915801741319
9,1000001,2000000,55,7.325918256652129e-06,5.2723287297565315e-06,1.0766376588330848
9,2000001,3000000,23,2.5466626770968817e-06,1.917210447184193e-06,0.7655697332226874
9,3000001,4000000,99,1.5243284608363035e-05,1.1183727608574462e-05,1.071020429935269
9,4000001,5000000,51,9.856471905141246e-06,7.029771639675376e-06,1.1451032215657453
9,5000001,6000000,120,2.2411402743221168e-05,1.5497451114738895e-05,1.3397458660788277
9,6000001,7000000,69,2.188974843734386e-05,1.0544657459513063e-05,3.1626456684245627
9,7000001,8000000,148,3.380604066011304e-05,2.1408849993556825e-05,1.7617065958279832
9,8000001,9000000,28,5.932322433013153e-06,3.514885819837688e-06,1.7997638999876626
9,9000001,10000000,36,9.111789688066764e-06,5.112561192491182e-06,2.1544211695641184
9,10000001,11000000,67,1.5078304432198817e-05,8.467679475063522e-06,2.2588606882104956
9,11000001,12000000,43,1.0001875760255008e-05,5.75163134155258e-06,2.062585511690879
9,12000001,13000000,61,1.593058629289792e-05,8.307911937798171e-06,2.6507463825929447
9,13000001,14000000,36,5.758835480919474e-06,4.633258580695134e-06,0.6610293144646266
9,14000001,15000000,181,3.4042078607061605e-05,2.348582797800637e-05,1.3716331889906173
9,15000001,16000000,117,2.5919416430852936e-05,1.5816986189269596e-05,1.9198474599347035
9,16000001,17000000,198,4.098298508428459e-05,2.540303842519056e-05,1.8760966465529234
9,17000001,18000000,191,3.435504855357683e-05,2.556280596245591e-05,1.0523154149452005
9,18000001,19000000,158,3.430552630444489e-05,2.2047920142618225e-05,1.6930776260939588
9,19000001,20000000,135,3.096896081972264e-05,1.7893964173719136e-05,2.2080667415696853
9,20000001,21000000,95,2.7507915520048423e-05,1.437907835388145e-05,2.7320396530432047
9,21000001,22000000,92,2.771185184107966e-05,1.2461867906697258e-05,3.6339564763341086
9,22000001,22922336,222,5.700349055070999e-05,3.2565460966378516e-05,2.3060259618339694
10,1,1000000,45,9.126008420148461e-06,5.75163134155258e-06,1.6375390654400255
10,1000001,2000000,55,1.413678305006135e-05,7.349306714206074e-06,2.6406768269422174
10,2000001,3000000,51,1.0249220544557617e-05,6.3907014906139775e-06,1.7037748548954985
10,3000001,4000000,50,1.328623119643351e-05,6.3907014906139775e-06,3.0448029307909383
10,4000001,5000000,36,6.693227768103962e-06,3.994188431633736e-06,1.8022646516514647
10,5000001,6000000,82,1.740381395083083e-05,1.0864192534043763e-05,1.7728335689665542
10,6000001,7000000,9,2.3323169233485005e-06,1.2781402981227956e-06,1.7365294589745341
10,7000001,8000000,39,3.821747898937799e-06,4.313723506164436e-06,-0.3074361636051104
10,8000001,9000000,15,2.323152105813731e-06,1.757442909918844e-06,0.7355940388580338
10,9000001,10000000,7,1.6633001323396254e-06,6.390701490613978e-07,2.7067725246134366
10,10000001,11000000,13,4.201590924854717e-06,2.0769779844495428e-06,2.427971093053279
10,11000001,12000000,23,5.328909517128276e-06,3.3551182825723384e-06,1.5281643394673634
10,12000001,13000000,36,9.36606916467377e-06,5.112561192491182e-06,2.291403862099412
10,13000001,14000000,47,6.906075617647391e-06,6.3907014906139775e-06,0.22756955874192095
10,14000001,15000000,59,1.062045832863352e-05,8.307911937798171e-06,0.8041762896487996
10,15000001,16000000,46,4.694200876215251e-06,4.313723506164436e-06,0.23776077770680923
10,16000001,17000000,70,1.0260503199716407e-05,9.106749624124917e-06,0.3686222659470023
10,17000001,18000000,110,1.632439602316143e-05,1.45388458911468e-05,0.3676811991763996
10,18000001,19000000,156,2.9253273079370395e-05,2.0769779844495428e-05,1.2413248201300253
10,19000001,20000000,61,1.592635895731276e-05,8.307911937798171e-06,2.649276348063282
10,20000001,21000000,47,7.207545002962702e-06,5.591863804287231e-06,0.8039881270646602
