panel,chrom,window_start,window_end,n_snps,pi,theta_w,tajima_d
Set2,1,41070994,42070993,99,2.7033029150700832e-05,1.5816986189269596e-05,2.131476394797398
Set2,1,42070994,43070993,373,0.00013474338456192253,5.959329139997534e-05,3.924331789117763
Set2,1,43070994,43572054,97,6.892478504807069e-05,3.092927031786328e-05,3.6890880589536037
Set2,2,3516,1003515,178,6.090564748542943e-05,2.8438621633232202e-05,3.5032996951782702
Set2,2,1003516,2003515,163,5.775999410398747e-05,2.6042108574251958e-05,3.7283512914002306
Set2,2,2003516,3003515,91,3.237649151856106e-05,1.45388458911468e-05,3.673135140356616
Set2,2,3003516,4003515,118,4.01779078284927e-05,1.8852569397311234e-05,3.4253479689591706
Set2,2,4003516,5003515,113,4.0520994594535845e-05,1.8053731710984485e-05,3.761985320482356
Set2,2,5003516,6003515,127,4.5223304407237085e-05,2.029047723269938e-05,3.7312791842693165
Set2,2,6003516,7003515,113,3.994968023122003e-05,1.8053731710984485e-05,3.666322744256912
Set2,2,7003516,8003515,59,1.7710997437622434e-05,9.426284698655617e-06,2.56368609720735
Set2,2,8003516,9003515,82,2.6961346611105887e-05,1.3100938055758653e-05,3.150416779656537
Set2,2,9003516,10003515,67,2.4226253671105763e-05,1.0704424996778412e-05,3.7168227919000816
Set2,2,10003516,11003515,102,3.709663316223097e-05,1.6296288801065644e-05,3.8417586462670834
Set2,2,11003516,12003515,39,1.2443614869812308e-05,6.230933953348629e-06,2.8064696113826373
Set2,2,12003516,13003515,51,1.0385731624649434e-05,8.148144400532822e-06,0.7921211130180492
Set2,2,13003516,14003515,41,1.0372767162887319e-05,6.550469027879327e-06,1.650628004492615
Set2,2,14003516,15003515,4,1.0174905335167609e-06,6.390701490613978e-07,1.00006630944252
Set2,2,15003516,16003515,86,1.830767439667628e-05,1.3740008204820052e-05,0.9924227140548724
Set2,2,16003516,17003515,31,7.033735610141447e-06,4.952793655225832e-06,1.1527853597809892
Set2,2,17003516,18003515,155,4.505775457870203e-05,2.476396827612916e-05,2.5048873685023962
Set2,2,18003516,19003515,66,2.464664068827598e-05,1.0544657459513063e-05,3.93117836267633
Set2,2,19003516,20003515,91,3.699810426973825e-05,1.45388458911468e-05,4.624819491310389
Set2,2,20003516,21003515,127,3.630247740537629e-05,2.029047723269938e-05,2.3962482282731274
Set2,2,21003516,22003515,93,2.4890000472152198e-05,1.48583809656775e-05,2.0234353311939817
Set2,2,22003516,23003515,133,3.4168932535158105e-05,2.1249082456291475e-05,1.8493034697758648
Set2,2,23003516,24003515,193,6.807761748379575e-05,3.083513469221244e-05,3.71390482097161
Set2,2,24003516,25003515,168,5.434986063589983e-05,2.6840946260578707e-05,3.1400476607674412
Set2,2,25003516,26003515,119,3.757341307891968e-05,1.9012336934576583e-05,2.9572552764373876
Set2,2,26003516,27003515,128,3.46968875731978e-05,2.045024476996473e-05,2.116000235972525
Set2,2,27003516,28003515,53,1.2595446475997812e-05,8.467679475063522e-06,1.410464316000702
Set2,2,28003516,29003515,104,3.953450629585629e-05,1.6615823875596342e-05,4.1551552063766275
Set2,2,29003516,30003515,173,5.592960438220293e-05,2.7639783946905453e-05,3.138391464521371
Set2,2,30003516,31003515,133,4.3590097061746784e-05,2.1249082456291475e-05,3.197816969700168
Set2,2,31003516,32003515,144,3.409331890649038e-05,2.300652536621032e-05,1.4696119823549696
Set2,2,32003516,33003515,71,2.221141318754888e-05,1.134349514583981e-05,2.829344784244253
Set2,2,33003516,34003515,105,2.989759515378948e-05,1.677559141286169e-05,2.357340604423205
Set2,2,34003516,35003515,107,3.6184643696655e-05,1.7095126487392393e-05,3.368015050891688
Set2,2,35003516,35844321,198,7.46642745011687e-05,3.762339038796011e-05,3.029215893365978
Set2,3,119359,1119358,217,6.0556419410049545e-05,3.466955558658083e-05,2.302231422847836
Set2,3,1119359,2119358,126,3.2284330242302984e-05,2.013070969543403e-05,1.832736280535436
Set2,3,2119359,3119358,102,2.5584871130622157e-05,1.6296288801065644e-05,1.7155721490246607
Set2,3,3119359,4119358,136,4.234223552006217e-05,2.1728385068087526e-05,2.8877261090094177
Set2,3,4119359,5119358,173,4.4693297549148054e-05,2.7639783946905453e-05,1.8918678417130967
Set2,3,5119359,6119358,161,3.811048649561704e-05,2.572257349972126e-05,1.4737283798552228
Set2,3,6119359,7119358,88,2.333473698158381e-05,1.4059543279350752e-05,1.9717558900893923
Set2,3,7119359,8119358,55,1.1843238568613959e-05,8.78721454959422e-06,1.0091780464007094
Set2,3,8119359,9119358,137,3.799491427015296e-05,2.1888152605352875e-05,2.2404304256024963
Set2,3,9119359,10119358,135,5.0503496033993015e-05,2.1568617530822174e-05,4.082386568087131
Set2,3,10119359,11119358,142,3.2786031359809796e-05,2.268699029167962e-05,1.3569178841969352
Set2,3,11119359,12119358,27,7.896031070287768e-06,4.313723506164436e-06,2.2385884141209065
Set2,3,12119359,13119358,139,4.2918180662660475e-05,2.2207687679883574e-05,2.840736464275077
Set2,3,13119359,14119358,59,1.826256208223588e-05,9.426284698655617e-06,2.7343665608105994
Set2,3,14119359,15119358,98,3.186480423792878e-05,1.5657218652004247e-05,3.110041436162782
Set2,3,15119359,16119358,59,1.6828893400585586e-05,9.426284698655617e-06,2.290720947141824
Set2,3,16119359,17119358,40,1.4465361428749818e-05,6.3907014906139775e-06,3.565461870757639
Set2,3,17119359,18119358,71,1.965291309141901e-05,1.134349514583981e-05,2.163266987678987
Set2,3,18119359,19119358,27,5.752600345473342e-06,4.313723506164436e-06,0.8991559111458058
Set2,3,19119359,20119358,25,4.5257179484621285e-06,3.994188431633736e-06,0.35492511966943
Set2,3,20119359,21119358,55,1.3108659591173915e-05,8.78721454959422e-06,1.4270527448564727
Set2,3,21119359,22119358,62,1.8735106938006223e-05,9.905587310451665e-06,2.6091882062688616
Set2,3,22119359,23119358,49,1.4353578513003538e-05,7.828609326002124e-06,2.396199443022585
Set2,3,23119359,24119358,32,7.289230809420859e-06,5.112561192491182e-06,1.172591940432599
Set2,3,24119359,25119358,45,1.0945714359059461e-05,7.189539176940725e-06,1.4908781071934407
Set2,3,25119359,26119358,27,7.696470541829373e-06,4.313723506164436e-06,2.1138827938115754
Set2,3,26119359,27119358,72,2.727656717431829e-05,1.150326268310516e-05,4.0528342317200075
Set2,3,27119359,28119358,258,8.726760949562453e-05,4.122002461446016e-05,3.456476044155364
Set2,3,28119359,29119358,97,3.510371395823352e-05,1.5497451114738895e-05,3.799189089726534
Set2,3,29119359,30119358,145,5.0807565078663356e-05,2.316629290347567e-05,3.6395357209249113
Set2,3,30119359,31119358,167,6.076996706954956e-05,2.6681178723313358e-05,3.913762987510777
Set2,3,31119359,32119358,147,5.4894488072346915e-05,2.348582797800637e-05,4.081104373227481
Set2,3,32119359,33119358,79,2.876964297149472e-05,1.2621635443962606e-05,3.8019620440754163
Set2,3,33119359,34119358,172,5.195219990584069e-05,2.7480016409640104e-05,2.730226617006425
Set2,3,34119359,35119358,218,6.359112688913565e-05,3.482932312384618e-05,2.5464346879506192
Set2,3,35119359,36119358,189,6.221532243076048e-05,3.0196064543151047e-05,3.2589212916102714
Set2,3,36119359,36322659,28,4.5782394617685456e-05,2.200427466382253e-05,2.927058990029605
Set2,4,50486,1050485,159,5.40724964426797e-05,2.540303842519056e-05,3.4523015528879144
Set2,4,1050486,2050485,53,1.739328216759057e-05,8.467679475063522e-06,3.0498921314501763
Set2,4,2050486,3050485,4,1.0023351980548726e-06,6.390701490613978e-07,0.9600147133173599
Set2,4,3050486,4050485,10,3.013341519687467e-06,1.5976753726534944e-06,1.9784565495542086
Set2,4,4050486,5050485,115,3.395248130120991e-05,1.8373266785515183e-05,2.5650670274297322
Set2,4,5050486,6050485,118,3.0108326965988407e-05,1.8852569397311234e-05,1.8079378412391807
Set2,4,6050486,7050485,24,7.20961104015068e-06,3.834420894368386e-06,2.333871915869943
Set2,4,7050486,8050485,22,7.041522186463861e-06,3.514885819837688e-06,2.6255550141188944
Set2,4,8050486,9050485,18,4.580011955689047e-06,2.87581567077629e-06,1.4997082602714817
Set2,4,9050486,10050485,14,2.1710997549533864e-06,2.236745521714892e-06,-0.07076422733832698
Set2,4,10050486,11050485,0,0.0,0.0,
Set2,4,11050486,12050485,23,6.586885486879394e-06,3.674653357103037e-06,2.0880460158355483
Set2,4,12050486,13050485,19,5.2968760068089805e-06,3.0355832080416396e-06,1.9031283552284137
Set2,4,13050486,14050485,56,1.7960992934557876e-05,8.946982086859568e-06,2.927509045467308
Set2,4,14050486,15050485,27,1.051308122498411e-05,4.313723506164436e-06,3.873986282843621
Set2,4,15050486,16050485,28,9.201639498097618e-06,4.473491043429784e-06,2.862895860697861
Set2,4,16050486,17050485,63,2.1276354967508194e-05,1.0065354847717016e-05,3.263929023639118
Set2,4,17050486,18050485,39,1.4190614287202717e-05,6.230933953348629e-06,3.595645949574513
Set2,4,18050486,19050485,53,1.97029366289345e-05,8.467679475063522e-06,3.839104603782088
Set2,4,19050486,20050485,163,5.3263475272225135e-05,2.6042108574251958e-05,3.1997977162418323
Set2,4,20050486,21050485,205,6.574916018771197e-05,3.275234513939664e-05,3.1023533155698946
Set2,4,21050486,22050485,124,4.817772804469493e-05,1.981117462090333e-05,4.344039116086306
Set2,4,22050486,23050485,84,3.4244091927042346e-05,1.3420473130289353e-05,4.626393561481355
Set2,4,23050486,24050485,141,5.360949544586008e-05,2.2527222754414272e-05,4.204890329368112
Set2,4,24050486,25050485,138,4.840696696459703e-05,2.2047920142618225e-05,3.6408342567277256
Set2,4,25050486,26050485,45,1.5133419954228924e-05,7.189539176940725e-06,3.1530366297594603
Set2,4,26050486,27050485,67,2.2536413673315413e-05,1.0704424996778412e-05,3.252326755918173
Set2,4,27050486,28050485,95,3.372562275444122e-05,1.5177916040208198e-05,3.666146616977168
Set2,4,28050486,29050485,85,2.6778509615723997e-05,1.3580240667554703e-05,2.899574380350219
Set2,4,29050486,30050485,110,4.1010585955641743e-05,1.757442909918844e-05,4.026805641085865
Set2,4,30050486,31050485,132,4.4400786217640696e-05,2.1089314919026126e-05,3.361117613310291
Set2,4,31050486,32050485,171,6.148703982909085e-05,2.7320248872374754e-05,3.8334792704401295
Set2,4,32050486,33050485,144,4.535875588030978e-05,2.300652536621032e-05,2.9629040783103777
Set2,4,33050486,34050485,75,2.694591246870049e-05,1.1982565294901209e-05,3.699922484033355
Set2,4,34050486,35050485,207,6.783512747935814e-05,3.3071880213927335e-05,3.237577391712247
Set2,4,35050486,35223820,61,0.00013950736326600108,5.622534267854914e-05,4.330881355511112
Set2,5,13673,1013672,144,3.9944536116731625e-05,2.300652536621032e-05,2.245221169293516
Set2,5,1013673,2013672,99,3.3939218499372195e-05,1.5816986189269596e-05,3.4439160515741603
Set2,5,2013673,3013672,139,3.0943640975027184e-05,2.2207687679883574e-05,1.1982593121446319
Set2,5,3013673,4013672,169,5.2561628942000796e-05,2.7000713797844056e-05,2.9009054272358634
Set2,5,4013673,5013672,85,3.4583581823684355e-05,1.3580240667554703e-05,4.614298296028912
Set2,5,5013673,6013672,74,2.5688805058567572e-05,1.182279775763586e-05,3.472175221011559
Set2,5,6013673,7013672,64,2.441840067950424e-05,1.0225122384982365e-05,4.071951714730178
Set2,5,7013673,8013672,77,2.4316433888535055e-05,1.2302100369431907e-05,2.89797940220097
Set2,5,8013673,9013672,72,2.7373021706940363e-05,1.150326268310516e-05,4.077617512346656
Set2,5,9013673,10013672,2,6.098639615071777e-07,3.195350745306989e-07,
Set2,5,10013673,11013672,7,2.401171006907001e-06,1.118372760857446e-06,2.324747027459613
Set2,5,11013673,12013672,31,1.0961688980467427e-05,4.952793655225832e-06,3.328764910060086
Set2,5,12013673,13013672,8,2.9182017842431226e-06,1.2781402981227956e-06,2.7016488670176373
Set2,5,13013673,14013672,43,1.6809671713220874e-05,6.870004102410026e-06,4.111422867647367
Set2,5,14013673,15013672,58,1.7950458033953037e-05,9.266517161390268e-06,2.730165688249084
Set2,5,15013673,16013672,17,5.2507283407509975e-06,2.7160481335109408e-06,2.337414667539139
Set2,5,16013673,17013672,77,2.6762343863333927e-05,1.2302100369431907e-05,3.4879577572495113
Set2,5,17013673,18013672,71,1.7333107790817604e-05,1.134349514583981e-05,1.5593307965401564
Set2,5,18013673,19013672,85,2.541826927706559e-05,1.3580240667554703e-05,2.6007383699172064
Set2,5,19013673,20013672,105,3.2439557321188804e-05,1.677559141286169e-05,2.8139988062059125
Set2,5,20013673,21013672,135,3.502371133035094e-05,2.1568617530822174e-05,1.8983627041506075
Set2,5,21013673,22013672,98,2.61042525629869e-05,1.5657218652004247e-05,2.004660606350295
Set2,5,22013673,23013672,83,2.2174884162193724e-05,1.3260705593024004e-05,2.0030517678633184
Set2,5,23013673,24013672,184,4.5167343999627106e-05,2.9397226856824297e-05,1.6475811142546917
Set2,5,24013673,25013672,93,2.896883405411678e-05,1.48583809656775e-05,2.846159515906205
Set2,5,25013673,26013672,161,4.0560575912298344e-05,2.572257349972126e-05,1.7652033286817483
Set2,5,26013673,27013672,140,2.7899055152176054e-05,2.2367455217148923e-05,0.7534971291968674
Set2,5,27013673,28013672,43,1.4265658092442695e-05,6.870004102410026e-06,3.0591225105712887
Set2,5,28013673,29013672,124,3.678729502338112e-05,1.981117462090333e-05,2.5997141762701057
Set2,5,29013673,29654593,95,3.300946534381353e-05,2.3681414776872966e-05,1.181721134326333
Set2,6,138521,1138520,320,0.00010899369070454009,5.112561192491182e-05,3.51481379777361
Set2,6,1138521,2138520,235,7.744238838288047e-05,3.754537125735712e-05,3.281948474375293
Set2,6,2138521,3138520,321,0.0001229926331266626,5.1285379462177176e-05,4.342018607662389
Set2,6,3138521,4138520,189,6.754198550867703e-05,3.0196064543151047e-05,3.8010692632712284
Set2,6,4138521,5138520,103,3.194138389086383e-05,1.6456056338330993e-05,2.83354574158699
Set2,6,5138521,6138520,115,3.824559962575274e-05,1.8373266785515183e-05,3.2719150041390463
Set2,6,6138521,7138520,152,5.8440872759448936e-05,2.4284665664333117e-05,4.2965975374341
Set2,6,7138521,8138520,153,4.165941577344537e-05,2.4444433201598466e-05,2.1517952110152354
Set2,6,8138521,9138520,149,5.630484158357014e-05,2.380536305253707e-05,4.167930654208975
Set2,6,9138521,10138520,96,4.228184130837397e-05,1.5337683577473545e-05,5.272917856112986
Set2,6,10138521,11138520,98,3.527904958820955e-05,1.5657218652004247e-05,3.765194201286594
Set2,6,11138521,12138520,70,2.1551063877944147e-05,1.1183727608574462e-05,2.735182422387989
Set2,6,12138521,13138520,73,1.3712107862958794e-05,1.166303022037051e-05,0.5197152214114159
Set2,6,13138521,14138520,45,9.14186074289602e-06,7.189539176940725e-06,0.7749035494245897
Set2,6,14138521,15138520,24,6.671479731931587e-06,3.834420894368386e-06,1.9617656068750766
Set2,6,15138521,16138520,37,1.1675713266297116e-05,5.91139887881793e-06,2.7297339934111444
Set2,6,16138521,17138520,73,2.4514940961093954e-05,1.166303022037051e-05,3.2596781582848506
Set2,6,17138521,18138520,70,2.1580747957348953e-05,1.1183727608574462e-05,2.7430138817043686
Set2,6,18138521,19138520,5,1.4689866010717645e-06,7.988376863267472e-07,1.5301340341144298
Set2,6,19138521,20138520,84,2.4247936605239865e-05,1.3420473130289353e-05,2.4055428500014795
Set2,6,20138521,21138520,47,1.2603742450989036e-05,7.509074251471424e-06,1.9435937797123737
Set2,6,21138521,22138520,117,4.704481685912666e-05,1.8692801860045885e-05,4.591395005066845
Set2,6,22138521,23138520,119,3.421877842696005e-05,1.9012336934576583e-05,2.4227759742741437
Set2,6,23138521,24138520,97,3.31879446856544e-05,1.5497451114738895e-05,3.4279623150517824
Set2,6,24138521,25138520,206,6.432306194548757e-05,3.2912112676661986e-05,2.9392444177349435
Set2,6,25138521,26138520,73,1.9699936117781465e-05,1.166303022037051e-05,2.038430482633939
Set2,6,26138521,27138520,337,0.00011064412766473572,5.384166005842276e-05,3.2785430039298546
Set2,6,27138521,28138520,190,5.7188666351273044e-05,3.0355832080416396e-05,2.7170303342624678
Set2,6,28138521,29138520,149,3.980267459967201e-05,2.380536305253707e-05,2.0515924622780553
Set2,6,29138521,30138520,77,2.220497154438234e-05,1.2302100369431907e-05,2.3886732162067004
Set2,6,30138521,31138520,32,8.224470189815327e-06,5.112561192491182e-06,1.676413995601737
Set2,6,31138521,31213287,13,3.506865337446034e-05,2.777934094519698e-05,0.6228166434141955
Set2,7,39927,1039926,60,2.091777427693585e-05,9.586052235920966e-06,3.4522849420280637
Set2,7,1039927,2039926,32,1.1357021222685123e-05,5.112561192491182e-06,3.3639480455868758
Set2,7,2039927,3039926,35,8.765352507147829e-06,5.591863804287231e-06,1.5791774024265535
Set2,7,3039927,4039926,40,1.2045630689219873e-05,6.3907014906139775e-06,2.497001061832727
Set2,7,4039927,5039926,52,1.7216313580509143e-05,8.307911937798171e-06,3.097851532028637
Set2,7,5039927,6039926,83,2.56745166871578e-05,1.3260705593024004e-05,2.7894332680326803
Set2,7,6039927,7039926,31,8.641645844068036e-06,4.952793655225832e-06,2.04352398568743
Set2,7,7039927,8039926,42,1.1745113426683915e-05,6.710236565144677e-06,2.1274507020744395
Set2,7,8039927,9039926,54,1.4371113465231902e-05,8.627447012328871e-06,1.929098454632314
Set2,7,9039927,10039926,19,5.077405771170996e-06,3.0355832080416396e-06,1.7184198430008104
Set2,7,10039927,11039926,17,5.004243054811208e-06,2.7160481335109408e-06,2.1101124930705164
Set2,7,11039927,12039926,15,3.825880952098725e-06,2.3965130589802416e-06,1.458425603541822
Set2,7,12039927,13039926,10,2.723640678308316e-06,1.5976753726534944e-06,1.5735867091339928
Set2,7,13039927,14039926,23,6.122162100420071e-06,3.674653357103037e-06,1.7548432447925302
Set2,7,14039927,15039926,20,5.857395166346168e-06,3.1953507453069888e-06,2.146902984400136
Set2,7,15039927,16039926,36,9.964879403429722e-06,5.75163134155258e-06,2.0446316854974014
Set2,7,16039927,17039926,46,1.2691839174295926e-05,7.349306714206074e-06,2.0785194623839756
Set2,7,17039927,18039926,24,8.334882294865435e-06,3.834420894368386e-06,3.1119729607536812
Set2,7,18039927,19039926,67,2.2530335166335213e-05,1.0704424996778412e-05,3.250655921755955
Set2,7,19039927,20039926,31,1.0036920551678078e-05,4.952793655225832e-06,2.816468301604585
Set2,7,20039927,21039926,30,9.918601194367713e-06,4.793026117960483e-06,2.922273346351151
Set2,7,21039927,22039926,103,3.0566920281461833e-05,1.6456056338330993e-05,2.582042795060664
Set2,7,22039927,23039926,123,3.514712878844889e-05,1.965140708363798e-05,2.3915778796984704
Set2,7,23039927,24039926,74,2.5228011068920326e-05,1.182279775763586e-05,3.356788185787893
Set2,7,24039927,25039926,104,2.875422891418198e-05,1.6615823875596342e-05,2.200691818505304
Set2,7,25039927,26039926,114,2.9062479823500835e-05,1.8213499248249834e-05,1.8012896520835129
Set2,7,26039927,27039926,116,2.9752038208849922e-05,1.8533034322780536e-05,1.8318770770062287
Set2,7,27039927,28039926,134,5.4660704890138055e-05,2.1408849993556825e-05,4.7252650758089025
Set2,7,28039927,29039926,85,2.628935204066359e-05,1.3580240667554703e-05,2.7921096227998636
Set2,7,29039927,29654490,128,5.032778543577187e-05,3.3276021325630414e-05,1.5564658943076894
Set2,8,22540,1022539,60,1.8230521768460763e-05,9.586052235920966e-06,2.633595484516025
Set2,8,1022540,2022539,78,2.5178416995832695e-05,1.2461867906697258e-05,3.0302580066918483
Set2,8,2022540,3022539,63,2.238905710543407e-05,1.0065354847717016e-05,3.587877000076141
Set2,8,3022540,4022539,87,3.0314088779506243e-05,1.3899775742085401e-05,3.5274678220495868
Set2,8,4022540,5022539,63,1.87434166226454e-05,1.0065354847717016e-05,2.5264987417241715
Set2,8,5022540,6022539,105,3.85132439116077e-05,1.677559141286169e-05,3.9051239347164186
Set2,8,6022540,7022539,17,6.0456442715481095e-06,2.7160481335109408e-06,3.0704649950709397
Set2,8,7022540,8022539,53,1.6406061659560953e-05,8.467679475063522e-06,2.7125573695111695
Set2,8,8022540,9022539,26,7.534433179505577e-06,4.1539559688990856e-06,2.1824463277153257
Set2,8,9022540,10022539,69,2.5298094884768158e-05,1.1023960071309112e-05,3.8170407710142755
Set2,8,10022540,11022539,32,9.053845655699774e-06,5.112561192491182e-06,2.123206186444384
Set2,8,11022540,12022539,29,8.345856164138657e-06,4.633258580695134e-06,2.1803359992352047
Set2,8,12022540,13022539,7,2.6639270042487983e-06,1.118372760857446e-06,2.8009257450784184
Set2,8,13022540,14022539,4,1.543143643506124e-06,6.390701490613978e-07,2.3892302851375264
Set2,8,14022540,15022539,31,8.522306755874761e-06,4.952793655225832e-06,1.9774133700626906
Set2,8,15022540,16022539,34,1.1212781958884417e-05,5.4320962670218816e-06,2.9515768582544317
Set2,8,16022540,17022539,12,3.3301086488017795e-06,1.917210447184193e-06,1.718433977798807
Set2,8,17022540,18022539,26,7.920013958319891e-06,4.1539559688990856e-06,2.4313784465654744
Set2,8,18022540,19022539,40,1.449148984521322e-05,6.3907014906139775e-06,3.57699918296116
Set2,8,19022540,20022539,61,1.6065337831357333e-05,9.745819773186315e-06,1.8959318714129967
Set2,8,20022540,21022539,110,3.003235213415003e-05,1.757442909918844e-05,2.140523084081656
Set2,8,21022540,22022539,43,1.381708108356459e-05,6.870004102410026e-06,2.8735740753100973
Set2,8,22022540,23022539,29,6.78062118091222e-06,4.633258580695134e-06,1.2611040855987377
Set2,8,23022540,24022539,23,5.861691979085135e-06,3.674653357103037e-06,1.5680883520294377
Set2,8,24022540,25022539,32,1.0304418090359518e-05,5.112561192491182e-06,2.7969010579139693
Set2,8,25022540,26022539,83,2.9717026097570147e-05,1.3260705593024004e-05,3.6978013872372695
Set2,8,26022540,27022539,62,1.7740224736504694e-05,9.905587310451665e-06,2.315193174117431
Set2,8,27022540,28022539,103,3.054648543964639e-05,1.6456056338330993e-05,2.578303574252467
Set2,8,28022540,28954666,42,1.4167269771079756e-05,7.198843682400228e-06,2.744608713438854
Set2,9,246312,1246311,42,1.1346807933536616e-05,6.710236565144677e-06,1.9591496046813102
Set2,9,1246312,2246311,20,5.204125772129511e-06,3.1953507453069888e-06,1.6200500134367457
Set2,9,2246312,3246311,28,6.7897200349259985e-06,4.473491043429784e-06,1.4024776201001807
Set2,9,3246312,4246311,47,1.1999907072456682e-05,7.509074251471424e-06,1.7132332067123741
Set2,9,4246312,5246311,47,1.5949772456094632e-05,7.509074251471424e-06,3.2200896868000948
Set2,9,5246312,6246311,50,1.748552294273757e-05,7.988376863267473e-06,3.4237142881500904
Set2,9,6246312,7246311,85,2.8034635749077917e-05,1.3580240667554703e-05,3.1755371728243498
Set2,9,7246312,8246311,82,2.501239420299816e-05,1.3100938055758653e-05,2.707427502339323
Set2,9,8246312,9246311,6,2.5195893611986384e-06,9.586052235920966e-07,3.1499206438610146
Set2,9,9246312,10246311,41,1.2727496761817803e-05,6.550469027879327e-06,2.667498610007062
Set2,9,10246312,11246311,37,1.2244408083416333e-05,5.91139887881793e-06,2.999043657980974
Set2,9,11246312,12246311,38,1.4105454293884178e-05,6.071166416083279e-06,3.7149408941430666
Set2,9,12246312,13246311,30,9.991503455423936e-06,4.793026117960483e-06,2.9638375281644165
Set2,9,13246312,14246311,43,1.1543702951448723e-05,6.870004102410026e-06,1.9332188033667381
Set2,9,14246312,15246311,125,3.2903000090007984e-05,1.997094215816868e-05,1.9651488873883336
Set2,9,15246312,16246311,103,2.9752598727937616e-05,1.6456056338330993e-05,2.4330361071205275
Set2,9,16246312,17246311,118,3.243167140572789e-05,1.8852569397311234e-05,2.1811212813771252
Set2,9,17246312,18246311,142,3.9404554111294376e-05,2.268699029167962e-05,2.246189630679347
Set2,9,18246312,19246311,104,3.584462566420347e-05,1.6615823875596342e-05,3.4861801563987505
Set2,9,19246312,20246311,95,2.9448737733248863e-05,1.5177916040208198e-05,2.8207759308204516
