chrom,window_start,window_end,n_snps,pi,theta_w,tajima_d
1,31000001,32000000,3015,0.0006125475956397038,0.00045912537625414677,1.0505026880468165
1,32000001,33000000,2597,0.000535288282285896,0.000388894959699142,1.1830250221005951
1,33000001,34000000,2582,0.0005015950087125116,0.00032184959604912615,1.7543886278073224
1,34000001,35000000,2949,0.0006458427707699623,0.00043093765804499523,1.5675576272058598
1,35000001,36000000,1931,0.0003744995353956583,0.0002842659717702573,0.9968347544224792
1,36000001,37000000,1804,0.00036763471321195297,0.0002692962231168096,1.1465846210617576
1,37000001,38000000,1833,0.00042032999238879017,0.0002748700657005402,1.6617075457834165
1,38000001,39000000,1869,0.0004413796089768819,0.0002718442654408007,1.95823520939926
1,39000001,40000000,2625,0.000517533714007634,0.0003880986964728948,1.048124244209436
1,40000001,41000000,2139,0.0003730946205927246,0.00029891721513320617,0.779398971334825
1,41000001,42000000,2844,0.0006572160640883616,0.0004137383723580552,1.8496579538190245
1,42000001,43000000,3068,0.0005981320636014334,0.00044542964876269456,1.0776654471538971
1,43000001,43255617,584,0.0005739061483032487,0.0003488871293368148,2.0132110958755804
2,1,1000000,2775,0.0005504900210394319,0.00040561648745033365,1.1225737084374356
2,1000001,2000000,2326,0.0004205139701123206,0.0003425524399315538,0.7150538329507817
2,2000001,3000000,2564,0.0005524039222839969,0.00037758802188643146,1.4549271122802463
2,3000001,4000000,1866,0.000410386788027311,0.0002651556543403241,1.7196963965206051
2,4000001,5000000,2496,0.0005560663111474785,0.0003618220100067365,1.6869109794338475
2,5000001,6000000,2699,0.0005661334091602513,0.0003834803697606609,1.4968430496511156
2,6000001,7000000,2082,0.0004950485334315143,0.00030417255242643783,1.9710163144279407
2,7000001,8000000,2406,0.0005072688340597474,0.0003213718381133778,1.817121325659001
2,8000001,9000000,2682,0.000552074522419851,0.0003777472745316809,1.450249861008423
2,9000001,10000000,1601,0.00033014478679119257,0.00021992790308948202,1.572515196565457
2,10000001,11000000,2948,0.0006007131909130923,0.00041294210913180805,1.4292097972797406
2,11000001,12000000,1796,0.0003393850503995733,0.00026181134879008577,0.9302559759465545
2,12000001,13000000,1227,0.00015753010468556267,0.00017278912009564663,-0.27682963935505395
2,13000001,14000000,1170,0.0001527632961298478,0.00016928556190015886,-0.3059223445160158
2,14000001,15000000,1451,0.00017620103032300373,0.0002081432073410232,-0.4814388586849071
2,15000001,16000000,1453,0.00019146929449497462,0.00021323929198900537,-0.3203091496449002
2,16000001,17000000,2448,0.0004699580865933363,0.00036484781026647594,0.9052742555669485
2,17000001,18000000,1983,0.000482711615291827,0.00029764319397121067,1.9528575527597771
2,18000001,19000000,2607,0.000615223902246346,0.000387461685891897,1.8473731384609844
2,19000001,20000000,2382,0.0003910995595424977,0.00032567165953511275,0.6311266115069102
2,20000001,21000000,2592,0.0005232843760494927,0.00037695101130543374,1.2199314351795447
2,21000001,22000000,1822,0.0003277767390683266,0.00025050441097737526,0.968335632222195
2,22000001,23000000,2079,0.00037896413715482095,0.00027932913976752463,1.1200934854967255
2,23000001,24000000,3051,0.0005943621187207922,0.0004280711104305052,1.2210648215171935
2,24000001,25000000,8601,0.0011900392366672725,0.0012638289926995866,-0.18374918380934102
2,25000001,26000000,3866,0.0007736889855050765,0.000570761480574007,1.1180803628165856
2,26000001,27000000,2536,0.0004813776228389189,0.0003382526185098188,1.3293735957027926
2,27000001,28000000,1682,0.0003205556931633989,0.0002180168713464887,1.4757460245026524
2,28000001,29000000,1951,0.0003708410228133819,0.0002579892853040991,1.3732942232185257
2,29000001,30000000,3016,0.0005948299120356774,0.0004213824993300286,1.2937919804057563
2,30000001,31000000,2334,0.0004773092720326043,0.0003275826912781061,1.435878162534333
2,31000001,32000000,1802,0.000351093630667135,0.00023234960941893865,1.6039106240117647
2,32000001,33000000,1532,0.0003080467299888257,0.0002060729229527804,1.552351421062116
2,33000001,34000000,2222,0.00045295626368872197,0.0002919100987422307,1.7326578883511814
2,34000001,35000000,2565,0.0005291474416258162,0.00037758802188643146,1.2613721543567533
2,35000001,35935679,2190,0.0005092409147762241,0.0003448253720296954,1.4978462851425347
3,1,1000000,1469,0.0002432520938805595,0.00019428822720432158,0.7904070181664277
3,1000001,2000000,1539,0.0002976136481048552,0.00022263519805872258,1.0567898515865612
3,2000001,3000000,1683,0.00032369705476765207,0.00024938964246062916,0.9353300761612751
3,3000001,4000000,1688,0.00036967147144277644,0.00025161917949412135,1.4728348091033654
3,4000001,5000000,2285,0.00046194074750505355,0.00034080066083380997,1.1167803069572055
3,5000001,6000000,2373,0.0004896009861764412,0.00033299728121658715,1.477467792571555
3,6000001,7000000,2092,0.0004604715022599064,0.00029939497306895454,1.6897743306848143
3,7000001,8000000,2661,0.0005067820986406296,0.0003556111568420083,1.3357193490878214
3,8000001,9000000,2432,0.0005778767319238201,0.0003579999465207499,1.9298570470268683
3,9000001,10000000,2012,0.0004610105916354443,0.0002782143712507785,2.0632000098589653
3,10000001,11000000,2035,0.0004708687397965204,0.00029175084609698123,1.928136430412789
3,11000001,12000000,1666,0.0003750037735901675,0.00024270103136015252,1.7110807613153742
3,12000001,13000000,1785,0.0003661898354230351,0.0002506636636226247,1.4467955444925653
3,13000001,14000000,1737,0.00037173640105438367,0.0002473193580723864,1.5791428911498495
3,14000001,15000000,2031,0.000448014145314451,0.0002818771820915157,1.8508705833642074
3,15000001,16000000,2552,0.0005264075765807395,0.0003801360642104226,1.2092199199782683
3,16000001,17000000,2991,0.0006613831227272649,0.0004352374794667302,1.6332814744961048
3,17000001,18000000,2482,0.00046082810915492857,0.0003602294835542421,0.8775006657035203
3,18000001,19000000,2281,0.0004361646917209866,0.000336500839412075,0.9305054790184992
3,19000001,20000000,2496,0.000450790504600324,0.00036405154704022876,0.7486795900730716
3,20000001,21000000,2790,0.0005110490404351409,0.0004131013617770575,0.7452367960334827
3,21000001,22000000,2555,0.0005614821135228825,0.0003837988750511598,1.4549095900972244
3,22000001,23000000,2785,0.0005707094122510512,0.00040896079300057193,1.243103391712739
3,23000001,24000000,2147,0.000426098670032393,0.0002887250458372418,1.4942300957102115
3,24000001,25000000,1710,0.00035044382259388914,0.00024190476813390528,1.4083488373822985
3,25000001,26000000,2084,0.00031416643569797596,0.0002786921291865268,0.39970999137344004
3,26000001,27000000,1944,0.00030703269711396085,0.00026133359085433745,0.5490178907076022
3,27000001,28000000,2510,0.00048219566629365376,0.00036373304174972985,1.0233930085580039
3,28000001,29000000,2387,0.00046088773900975557,0.0003355453235405783,1.1735764318399033
3,29000001,30000000,2139,0.0004944577970672981,0.00030496881565268507,1.9515983127477445
3,30000001,31000000,1999,0.0004583728191532987,0.00028315120325351123,1.943320597216662
3,31000001,32000000,1860,0.0004269423150779577,0.0002665889281475691,1.8885823687254235
3,32000001,33000000,1652,0.0003917459787431843,0.00023298661999993645,2.138566438705644
3,33000001,34000000,1991,0.00042016929924216834,0.00027773661331503016,1.610378954875696
3,34000001,35000000,2706,0.0005199953715666,0.0003782250324674293,1.1779182662699201
3,35000001,36000000,2686,0.0005923547036088429,0.0003927170231851287,1.5976305865179725
3,36000001,36413185,974,0.0005252704279779736,0.00034996769458352814,1.568836798785162
4,1,1000000,4904,0.0007378741552683143,0.0006717276576621543,0.3097355323197522
4,1000001,2000000,3104,0.0005039235501140843,0.00044367786966495074,0.426847039423197
4,2000001,3000000,1902,0.0003041174166499765,0.0002705702442788052,0.3893092513161619
4,3000001,4000000,1350,0.00020928324170972336,0.0001896699004920877,0.3242887181875012
4,4000001,5000000,3527,0.0005807047778479774,0.0005193228761584365,0.37164640220723216
4,5000001,6000000,3155,0.000537836494739977,0.0004204269834585319,0.8777765369587524
4,6000001,7000000,2715,0.0004955407087795133,0.00033283802857133775,1.535740899071208
4,7000001,8000000,1183,0.00022041387636251823,0.00015224552885846837,1.4027291131045683
4,8000001,9000000,1555,0.00026877512037782746,0.00020432114385503654,0.9895653945104902
4,9000001,10000000,1440,0.00023361367455913842,0.0001896699004920877,0.7265702465682633
4,10000001,11000000,1545,0.00024198934115935586,0.00019715477481881154,0.7132681927368106
4,11000001,12000000,2174,0.0004100471694712768,0.0002786921291865268,1.4800549237553084
4,12000001,13000000,1797,0.0003508771203449994,0.00021323929198900537,2.02511074113663
4,13000001,14000000,2955,0.0005112742807849276,0.0003766325060149348,1.1234098647608952
4,14000001,15000000,1800,0.0003082433572583351,0.00023203110412843976,1.0308297131861939
4,15000001,16000000,789,0.00011089943925131532,9.969215592615188e-05,0.35123323378615745
4,16000001,17000000,1838,0.0003121950081279582,0.00025225619007511913,0.7459215300726691
4,17000001,18000000,1607,0.00025805765741660267,0.00021339854463425483,0.6565956993448175
4,18000001,19000000,1359,0.0002926384756612344,0.00019094392165408322,1.6702541896430985
4,19000001,20000000,2685,0.0004724167853290733,0.0003841173803416587,0.7224167451965123
4,20000001,21000000,2761,0.0005783024214348574,0.00041055331945306635,1.2842283122979354
4,21000001,22000000,3915,0.000623802473397441,0.0005618433324400381,0.34679062331399046
4,22000001,23000000,2369,0.00048277716079546385,0.00034048215554331106,1.313030011440261
4,23000001,24000000,1959,0.0003750002695396516,0.00027948839241277403,1.0731314091955921
4,24000001,25000000,1915,0.00042153970333982965,0.00025145992684887195,2.1232756872245493
4,25000001,26000000,1392,0.0002848900006484462,0.00020161384888579598,1.295644565965806
4,26000001,27000000,907,0.00012035938278164533,0.00011593592574159515,0.11933777571314064
4,27000001,28000000,1389,0.0003403548450921812,0.00019699552217356211,2.282524073864783
4,28000001,29000000,1841,0.00039155539581214107,0.0002632446225973308,1.5303373165555183
4,29000001,30000000,2052,0.00046415753873970913,0.00030162451010244673,1.6924834215540545
4,30000001,31000000,1983,0.0004548892698269848,0.0002939803831304735,1.719022303901854
4,31000001,32000000,5899,0.0009756136472937434,0.0008535941785370193,0.4497429026094694
4,32000001,33000000,2801,0.0004753703522516666,0.00038969122292538926,0.6909732001334319
4,33000001,34000000,1215,0.00024894541509656203,0.00017040033041690499,1.4448518117237439
4,34000001,35000000,1319,0.0002562595779881391,0.0001864848475870988,1.173282181003362
4,35000001,35498858,779,0.0003229033165692367,0.00023048725262519293,1.2540368988709085
5,1,1000000,3682,0.000782965567925582,0.0005468735837865903,1.3575465208412183
5,1000001,2000000,2983,0.0006097696457150997,0.00043826327972646957,1.2301263233133746
5,2000001,3000000,2931,0.0005525596404387705,0.00043093765804499523,0.887133226938393
5,3000001,4000000,2236,0.00047675976362527114,0.0003228051119206228,1.4982232305805845
5,4000001,5000000,1723,0.0003487876993898199,0.00024317878929590084,1.3631728518329214
5,5000001,6000000,1573,0.00036576342849642797,0.00020798395469577373,2.3798976644935346
5,6000001,7000000,2484,0.0005417186199037595,0.0003344305550238322,1.9472846734930298
5,7000001,8000000,2873,0.0005273518206844242,0.00040832378241957416,0.9162028375578813
5,8000001,9000000,2913,0.0005052441964288117,0.00036659958936421987,1.1883989064086482
5,9000001,10000000,2303,0.00030886832697373087,0.00028713251938474734,0.2377307655989961
5,10000001,11000000,1959,0.00023467216029866584,0.00019906580656180487,0.5610411135391913
5,11000001,12000000,1662,0.00017938728021653277,0.00015224552885846837,0.5585073748243713
5,12000001,13000000,1654,0.00017831950991938368,0.0001498567391797267,0.5949777594973166
5,13000001,14000000,2456,0.0003301475297893478,0.0002240684718659676,1.4856097763780058
5,14000001,15000000,2843,0.00044756327238121524,0.00030385404713593897,1.4855162222313691
5,15000001,16000000,2014,0.0003947904796004072,0.0002817179294462663,1.2604096440238153
5,16000001,17000000,2587,0.00046473244461209116,0.00035895546239224656,0.9259379486123878
5,17000001,18000000,1726,0.00028513120441394984,0.00023999373639091196,0.590329703228674
5,18000001,19000000,2035,0.0004731036771222937,0.0002896805617087385,1.9885532037597904
5,19000001,20000000,2232,0.0005145667400155129,0.0003175497746273911,1.9489393589665736
5,20000001,21000000,1901,0.0003853065304286724,0.00026292611730683186,1.4613699174594572
5,21000001,22000000,1444,0.0002583307983974936,0.00020670993353377818,0.7834141144902876
5,22000001,23000000,1712,0.00030463725208571116,0.0002415862628434064,0.8191933820218592
5,23000001,24000000,1858,0.000349972504557012,0.0002508229162678742,1.2409169992971134
5,24000001,25000000,1279,0.00026295467574265235,0.0001723113621598983,1.6489931025938538
5,25000001,26000000,1355,0.00026651666231351014,0.0001759741730006355,1.6130275607701705
5,26000001,27000000,1325,0.0002376962622698933,0.00018027399442237048,0.9986927791136893
5,27000001,28000000,2067,0.0004493015158785906,0.0003078353632671751,1.4434655458776715
5,28000001,29000000,1933,0.00044005501538462035,0.00028092166622001904,1.7788590316676647
5,29000001,29934207,1919,0.0003663572189949199,0.00029081885791430734,0.8155846321612806
6,1,1000000,2180,0.00043956159724737345,0.00032344212250162057,1.1278067623212122
6,1000001,2000000,3109,0.000572390747653559,0.00045243676515367015,0.8334622110217387
6,2000001,3000000,1442,0.00031300714123353406,0.00020878021792202097,1.566153996031637
6,3000001,4000000,1829,0.00039332276445440493,0.00026308536995208137,1.5542531900259648
6,4000001,5000000,2493,0.0005295317486413819,0.00036691809465471873,1.3926434120659577
6,5000001,6000000,2424,0.00043545743805682875,0.0003608664941352399,0.6494951150077666
6,6000001,7000000,3656,0.0006612280543575624,0.0005115194965412138,0.920240571244878
6,7000001,8000000,2563,0.00045051303771634387,0.0003638922943949793,0.7479857261740687
6,8000001,9000000,1687,0.00038865687129200786,0.00022773128270670479,2.2175981929227215
6,9000001,10000000,1600,0.00036091604199207716,0.00023027932503069586,1.7803582721962161
6,10000001,11000000,3716,0.0006260438718254072,0.0004920906738207817,0.8558513516485247
6,11000001,12000000,2785,0.0005051011812072396,0.0003962205813806164,0.863644061812957
6,12000001,13000000,2401,0.0003765654867177031,0.00035083357748452493,0.23045173346422776
6,13000001,14000000,2412,0.00040091289321923644,0.00035274460922751826,0.4290572202894568
6,14000001,15000000,1989,0.00042802177559250564,0.000286654761448999,1.5487414535623005
6,15000001,16000000,1977,0.0004660783705126895,0.0002903175722897362,1.9013137799193376
6,16000001,17000000,2234,0.0005376990444267017,0.0003306084915378455,1.9678659399404026
6,17000001,18000000,2994,0.0005406739276934277,0.0004318931739164918,0.7917146912062539
6,18000001,19000000,1225,0.00017405188255572974,0.000164667235187925,0.1786140610422598
6,19000001,20000000,2629,0.00046637617701268,0.00035959247297324433,0.9330982221725366
6,20000001,21000000,2451,0.00046267828447837646,0.0003366600920573244,1.176005918849249
6,21000001,22000000,2761,0.0005002888200456298,0.0003823656012439148,0.9691932850942712
6,22000001,23000000,2456,0.00046478311829054904,0.00036277752587823316,0.8835374647919184
6,23000001,24000000,2333,0.0005141683636768732,0.00032455689101836666,1.8352855000493022
6,24000001,25000000,2176,0.00048410514232541174,0.0003196200590156339,1.6166127724478883
6,25000001,26000000,1769,0.00029882792676994875,0.00023664943084067362,0.824654268635696
6,26000001,27000000,2418,0.0005688307364558762,0.00035592966213250713,1.8794761174304493
6,27000001,28000000,2785,0.0005468547466960429,0.0004065720033218303,1.0844516295028592
6,28000001,29000000,2574,0.000540257601802238,0.00038109158008191925,1.312525922837876
6,29000001,30000000,2095,0.0004409028119399833,0.0002941396357757229,1.5670541968588798
6,30000001,31000000,1815,0.0003588477002354858,0.0002710480022145535,1.0171099065226108
6,31000001,31236997,285,0.00023539685877212708,0.00016664622768162502,1.2738116186366801
7,1,1000000,2433,0.000537236589970175,0.00036214051529723544,1.5192840931571145
7,1000001,2000000,1980,0.00040350782990675334,0.0002804439082842707,1.3779968483557212
7,2000001,3000000,1354,0.00024300489094485468,0.00018043324706761994,1.087294837125081
7,3000001,4000000,1225,0.0002099904413054094,0.00016785228809291388,0.7868510024009325
7,4000001,5000000,1367,0.00023911008081866915,0.00019253644810657766,0.7586346867202103
7,5000001,6000000,1501,0.00033153124142174163,0.0002118060181817604,1.773432597825903
7,6000001,7000000,1203,0.000250253857490394,0.0001606859190566889,1.746739793285013
7,7000001,8000000,2763,0.0005069164860023135,0.00038363962240591036,1.009836334648794
7,8000001,9000000,3097,0.0005300642279088972,0.00040720901390282806,0.948245821144305
7,9000001,10000000,2357,0.00038521278887205916,0.00031484247965815057,0.7020909045165119
7,10000001,11000000,2463,0.0003654687938124782,0.000319301553725135,0.4541981106453593
7,11000001,12000000,2527,0.0003582927969785716,0.0003552926515515093,0.026532458404968987
7,12000001,13000000,2058,0.0003121163610754064,0.00029270636196847787,0.20826107452085732
7,13000001,14000000,2712,0.0003897826323481123,0.0003952650655091198,-0.04359173291704357
7,14000001,15000000,1590,0.0002275995865840821,0.00019699552217356211,0.48726871997557253
7,15000001,16000000,3250,0.0005951882567610428,0.00043539673211197966,1.1536337731097432
7,16000001,17000000,2772,0.0006146390946732691,0.0004009981607380997,1.6744560011229748
7,17000001,18000000,1858,0.00031169848696365864,0.0002503451583321258,0.7693347612144957
7,18000001,19000000,2241,0.0004863147775003722,0.0003008282468761995,1.9366011155176501
7,19000001,20000000,3168,0.0006169637929409201,0.00044160758527670796,1.2482314290639953
7,20000001,21000000,2966,0.0005270912462521489,0.0003916022546683826,1.0873513896579516
7,21000001,22000000,3231,0.0006178662832749416,0.0004269563419137591,1.405493529217893
7,22000001,23000000,3542,0.0007150706682138387,0.0005231449396444232,1.1535676183213528
7,23000001,24000000,2280,0.0004524725640605469,0.00031977931166088337,1.3035044697778049
7,24000001,25000000,2060,0.0004613098233066519,0.00029015831964448676,1.852465573335644
7,25000001,26000000,1839,0.0004151862644962473,0.0002713665075050524,1.6641208565526542
7,26000001,27000000,2529,0.0005228477720207848,0.0003664403367189704,1.3412352231968698
7,27000001,28000000,1447,0.0003053960623520678,0.00020416189120978708,1.5554613999647704
7,28000001,29000000,1534,0.0002895604051827065,0.00021387630257000317,1.1102607327105238
7,29000001,29672150,1451,0.000306343515968137,0.00031677569991595103,-0.1033235148309919
8,1,1000000,3250,0.000701247375038617,0.0004898611367872894,1.356722200409672
8,1000001,2000000,1897,0.00037184253097858916,0.0002764625921530346,1.0833443640886569
8,2000001,3000000,2257,0.0004993513897532949,0.0003283789545043533,1.6356597027414825
8,3000001,4000000,2970,0.0005272800614696935,0.0004411298273409596,0.6139029044022299
8,4000001,5000000,2215,0.00037684457139151666,0.0002992357204237051,0.8145882812058121
8,5000001,6000000,3183,0.000604848289829172,0.00044527039611744516,1.1265897745076747
8,6000001,7000000,2017,0.00036156511349237625,0.0002710480022145535,1.048589604129774
8,7000001,8000000,2676,0.00047416385341785184,0.0003724919372384493,0.8577292004222755
8,8000001,9000000,3899,0.0007052580327183161,0.0005401849726861137,0.9609180197336903
8,9000001,10000000,3125,0.0006061893129588842,0.00044367786966495074,1.1514108219090418
8,10000001,11000000,4177,0.0007485904804160807,0.0005897125453586908,0.8472846860829323
8,11000001,12000000,2821,0.00047314348065234115,0.00041549015145579915,0.436139287888279
8,12000001,13000000,1770,0.0002922678572896715,0.00026451864375932633,0.32937013851118524
8,13000001,14000000,2111,0.0003494009694192102,0.00031372771114140447,0.35717679312532624
8,14000001,15000000,2521,0.0004316174951829166,0.0003798175589199237,0.42858606268114857
8,15000001,16000000,2984,0.0004856907735598111,0.000445588901407944,0.2829096318733216
8,16000001,17000000,2006,0.0003627224659819765,0.000295254404292469,0.717673185363885
8,17000001,18000000,4147,0.0007436171202554378,0.0005885977768419447,0.8282707173640237
8,18000001,19000000,3770,0.000684789045136851,0.0005045123801502383,1.123505719813922
8,19000001,20000000,3995,0.000761255753562235,0.0005492623734653319,1.2136839573434448
8,20000001,21000000,3605,0.000721790974989983,0.0005147045494462027,1.2650704983159222
8,21000001,22000000,2027,0.0003979322500800381,0.00028999906699923736,1.1688591719959338
8,22000001,23000000,1024,0.00017706188371919985,0.00014093859104575784,0.8026257724057159
8,23000001,24000000,1153,0.00017268586853192642,0.00015686385557070224,0.31603886841311757
8,24000001,25000000,1932,0.00029981304818474017,0.00027407380247429297,0.2948922355980534
8,25000001,26000000,2229,0.000470238243095368,0.00030751685797667617,1.662060917037827
8,26000001,27000000,3460,0.0007615962048168657,0.0005143860441557038,1.5111160863931004
8,27000001,28000000,3424,0.0007770939076257803,0.0005089714542172226,1.656354657916869
8,28000001,28441981,683,0.00032917254638604727,0.00021582903904108298,1.6401723257781993
9,1,1000000,1907,0.0003658724210437054,0.0002621298540805847,1.2425632859086029
9,1000001,2000000,2173,0.00038889913358770454,0.0002724812760217985,1.3415617555635153
9,2000001,3000000,1876,0.00032194433517529524,0.00022438697715646645,1.3643330513511545
9,3000001,4000000,2472,0.00042276621768145173,0.00030863162649342226,1.1615880247700765
9,4000001,5000000,1787,0.00033914959244639193,0.0002404714943266603,1.2880044267867121
9,5000001,6000000,2605,0.0005066447444548482,0.00038475439092265645,0.9955915881673955
9,6000001,7000000,3055,0.0006486061045238995,0.0004588068709636479,1.3004816409428483
9,7000001,8000000,3512,0.0006833285241613026,0.0005164563285439466,1.0159533036854675
9,8000001,9000000,1814,0.000306006436390268,0.00025512273768960915,0.6261401908159154
9,9000001,10000000,2608,0.00043501335372847434,0.0003798175589199237,0.45668296295672844
9,10000001,11000000,2219,0.00044140834252409694,0.00033634158676682554,0.9814127300803313
9,11000001,12000000,2319,0.0004944687321142094,0.00033888962909081664,1.4423398294153074
9,12000001,13000000,2171,0.0004726739413539491,0.00031436472172240225,1.5818596897670802
9,13000001,14000000,1565,0.0002377630173375913,0.00021960939779898313,0.25938037027475186
9,14000001,15000000,2495,0.0005531577228599258,0.0003525853565822688,1.7873961262117464
9,15000001,16000000,2033,0.0004424035320482801,0.0002782143712507785,1.8531842587515432
9,16000001,17000000,2133,0.0004510043728703625,0.00031038340559116613,1.4230925055636987
9,17000001,18000000,1941,0.0004627712783150253,0.000290954582870734,1.8545897326514358
9,18000001,19000000,1881,0.0003540804273842659,0.00026642967550231965,1.0329330726195374
9,19000001,20000000,2216,0.000480588792543188,0.00033315653386183666,1.3902770530504969
9,20000001,21000000,1897,0.0004374089910454386,0.00028203643473676514,1.7299736528097123
9,21000001,22000000,1786,0.00036639197945632234,0.00025926330646609466,1.2972635494836715
9,22000001,22939904,1824,0.0003922814067090289,0.0002851591247136027,1.1795037508213901
10,1,1000000,2115,0.0004758117854774226,0.0003105426582364156,1.67167781624198
10,1000001,2000000,2707,0.00048823816891127196,0.0003750399795624404,0.9484932509144155
10,2000001,3000000,3470,0.0006333805090345579,0.0005035568642787416,0.8106093029124314
10,3000001,4000000,2635,0.0004968615802120008,0.0003841173803416587,0.922410495537614
10,4000001,5000000,3026,0.0005158454174111007,0.00043667075327397516,0.5699461373885062
10,5000001,6000000,2423,0.00042351070525651724,0.0003503558195487766,0.6560573201698321
10,6000001,7000000,2485,0.00045170302730110714,0.0003355453235405783,1.0875803134934812
10,7000001,8000000,2855,0.00047037397856493634,0.0003422339346410549,1.1763764305393762
10,8000001,9000000,2448,0.00045109922759620886,0.0003027392786191929,1.5392229115283977
10,9000001,10000000,3489,0.0006558368890882838,0.0005018050851809977,0.9651154434194583
10,10000001,11000000,2549,0.00044416531830529174,0.00035385937774426435,0.8018684098563595
10,11000001,12000000,2642,0.0005287681698266454,0.00039128374937788367,1.1042617994037567
10,12000001,13000000,1395,0.0003252158149788727,0.0001941289745590721,2.117819079932385
10,13000001,14000000,2648,0.0005603572901847501,0.0003828433591796631,1.4571435265753516
10,14000001,15000000,1657,0.0003911405465589758,0.00023123484090219253,2.170270845011355
10,15000001,16000000,1856,0.00034948383985181785,0.0002484341265891325,1.2768201224497915
10,16000001,17000000,2598,0.0004875225833580116,0.00036930688433346043,1.0058792714004259
10,17000001,18000000,2208,0.000396412234304831,0.00032041632224188114,0.7450609196616859
10,18000001,19000000,2496,0.0004926095770902782,0.00036580332613797263,1.0892867197327774
10,19000001,20000000,2129,0.00047887124270841735,0.00030035048894045123,1.866830835628686
10,20000001,21000000,1614,0.0003073109065451298,0.0002231129559944709,1.1842026481737777
10,21000001,22000000,1424,0.0002903438491167956,0.0001966770168830632,1.4937406033319303
10,22000001,23000000,1699,0.00023663730527277455,0.0002415862628434064,-0.06429959844386401
10,23000001,23204854,449,0.00030612965070497984,0.00030629395680963463,-0.0016683009642855808
11,1,1000000,1133,0.00024179810407025894,0.0001570231082159517,1.6916404595790147
11,1000001,2000000,1485,0.0002515063741474232,0.0002049581544360343,0.7124447275651201
11,2000001,3000000,2094,0.0003767248755962334,0.0002815586768010168,1.061407461878718
11,3000001,4000000,1748,0.0003530715094443085,0.0002489118845248808,1.313597489795219
11,4000001,5000000,1965,0.00041195663353754886,0.00027630333950778515,1.541662679746992
11,5000001,6000000,2945,0.0005478931751091081,0.0004320524265617413,0.8427876832916251
11,6000001,7000000,2671,0.0005294257715906885,0.000400361150157102,1.0131775844627458
11,7000001,8000000,2887,0.000584764779282329,0.00042743409984950743,1.1569881928841845
11,8000001,9000000,2577,0.0004526258555313696,0.0003670773472999682,0.7323308213765971
11,9000001,10000000,2647,0.0004523828591398982,0.00037488072691719095,0.6496695014212139
11,10000001,11000000,3265,0.0005748109464754455,0.000445588901407944,0.911632281443562
11,11000001,12000000,3050,0.0005591119162565467,0.0004377855217907213,0.8711593300595905
11,12000001,13000000,1104,0.00021610687521681475,0.0001563860976349539,1.1965264550707986
